ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Duration_sec,Year,Month,Hour,DayOfWeek
A-5062742,Source1,2,2022-07-18 16:58:00,2022-07-18 19:02:10,38.397217,-82.472404,0.224,Vehicle Crash on I-64 EB at Mile Marker 7.0.,I-64 E,Huntington,Cabell,WV,25704,US,US/Eastern,KHTS,2022-07-18 16:58:00,74.0,91.0,29.04,1.0,CALM,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7450.0,2022,7,16,Monday
A-2702326,Source2,2,2018-07-13 11:16:00,2018-07-13 11:45:47,35.165009000000005,-80.850235,0.0,Accident on Park Rd at Seneca Pl.,Seneca Pl,Charlotte,Mecklenburg,NC,28209,US,US/Eastern,KCLT,2018-07-13 10:52:00,82.0,69.0,30.17,9.0,East,9.2,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,1787.0,2018,7,11,Friday
A-5865827,Source1,2,2021-07-19 17:09:39,2021-07-19 19:57:48,33.901952,-118.269386,0.245,Stationary traffic from Eadall Ave to E 139th St due to accident., E Rosecrans Ave,Gardena,Los Angeles,CA,90248-2021,US,US/Pacific,KHHR,2021-07-19 16:53:00,77.0,52.0,29.9,10.0,WSW,14.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10089.0,2021,7,17,Monday
A-3553021,Source1,2,2016-06-30 12:26:35,2016-06-30 18:26:35,37.900671,-121.866046,0.013,At Marsh Creek Rd - Accident., Marsh Creek Rd,Clayton,Contra Costa,CA,94517-9759,US,US/Pacific,KCCR,2016-06-30 12:53:00,82.0,35.0,29.8,10.0,NNW,12.7,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,21600.0,2016,6,12,Thursday
A-7442230,Source1,4,2019-02-07 20:25:27,2019-02-07 20:54:55,35.749668,-83.395625,0.858,Closed at Tom Ogle Dr - Road closed due to accident., E Parkway,Gatlinburg,Sevier,TN,37738-6104,US,US/Eastern,KTYS,2019-02-07 20:53:00,70.0,61.0,29.91,10.0,SSW,11.5,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,1768.0,2019,2,20,Thursday
A-1854323,Source2,2,2019-09-30 10:03:55,2019-09-30 11:33:36,43.939522,-92.465721,0.0,Accident on US-63 Northbound at Quarve Rd.,S Broadway,Rochester,Olmsted,MN,55904-8451,US,US/Central,K9MN,2019-09-30 09:56:00,74.0,86.0,28.57,10.0,S,14.0,Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5381.0,2019,9,10,Monday
A-339698,Source2,3,2017-03-09 18:48:16,2017-03-09 19:18:00,37.701668,-121.769699,0.01,Lane blocked on exit ramp due to accident on I-580 Westbound at Exits 52 52B County Hwy-J2 Livermore Ave.,I-580 W,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,2017-03-09 18:53:00,62.1,72.0,30.14,10.0,Calm,7.685489595665097,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,1784.0,2017,3,18,Thursday
A-1457613,Source2,3,2020-04-30 17:09:08,2020-04-30 19:29:32,39.266041,-81.499931,1.6599999666213991,Entry ramp to I-77 Southbound from US-50 Eastbound lane blocked due to fuel spillage.,WV-2 S,Parkersburg,Wood,WV,26104,US,US/Eastern,KPKB,2020-04-30 16:53:00,55.0,59.0,28.78,10.0,W,9.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8424.0,2020,4,17,Thursday
A-4515302,Source1,2,2022-08-27 15:04:00,2022-08-27 17:05:38,40.364784,-120.488279,0.745,Incident on BYERS PASS RD near BYERS PASS Drive with caution.,470-698 Byers Pass Rd,Susanville,Lassen,CA,96130-9110,US,US/Pacific,KRTS,2022-08-27 14:55:00,88.0,10.0,24.9,10.0,SW,14.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7298.0,2022,8,15,Saturday
A-4969562,Source1,2,2022-08-09 13:09:30,2022-08-09 15:08:25,38.608687,-85.78133299999998,0.256,Accident on I-65 N from IN-160/Exit 19 (I-65) to IN-56/Exit 29 (I-65).,I-65,Scottsburg,Scott,IN,47170,US,US/Eastern,KLOU,2022-08-09 12:53:00,88.0,61.0,29.47,10.0,WSW,9.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7135.0,2022,8,13,Tuesday
A-2155514,Source2,4,2019-04-08 07:35:02,2019-04-08 09:38:15,45.497032,-122.565567,3.9600000381469727,Left hand shoulder blocked due to accident on I-205 Southbound from Exits 20 21A 21B I-84 to Exit 19 Division St.,E Portland Fwy S,Portland,Multnomah,OR,97266,US,US/Pacific,KPDX,2019-04-08 07:53:00,49.0,97.0,29.97,10.0,ESE,9.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7393.0,2019,4,7,Monday
A-3460505,Source1,3,2017-01-19 04:22:41,2017-01-19 10:22:41,40.74568,-73.76843000000002,0.489,Between Irwin Altman/Oceania St/Exit 28 and Francis Lewis Blvd/Exit 26 - Overturned heavy truck.,Long Island Expy W,Oakland Gardens,Queens,NY,11364,US,US/Eastern,KLGA,2017-01-19 04:15:00,42.1,79.0,30.02,10.0,West,3.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,21600.0,2017,1,4,Thursday
A-6945001,Source1,2,2020-11-23 17:31:00,2020-11-23 19:15:07,34.119726,-117.790185,0.642,Incident on I-210 EB near FOOTHILL BLVD Drive with caution.,CA-210,La Verne,Los Angeles,CA,91750,US,US/Pacific,KPOC,2020-11-23 17:47:00,55.0,77.0,28.84,10.0,WSW,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,6247.0,2020,11,17,Monday
A-4474681,Source1,2,2022-11-16 10:16:30,2022-11-16 11:43:30,35.66587,-78.563575,3.708,Stationary traffic on I-40 W - US-70 W from US-70 (I-40) to Jones Sausage Rd/Exit 303 (I-40) due to accident.,I-40 W,Garner,Wake,NC,27529,US,US/Eastern,KRDU,2022-11-16 09:51:00,49.0,77.0,29.68,10.0,WNW,5.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5220.0,2022,11,10,Wednesday
A-2630819,Source2,2,2018-08-07 17:45:24,2018-08-07 18:14:54,28.625238,-81.315742,0.0,Accident on Howell Branch Rd at FL-436.,Howell Branch Rd,Winter Park,Seminole,FL,32792,US,US/Eastern,KORL,2018-08-07 17:53:00,91.0,55.0,30.03,10.0,East,15.0,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,1770.0,2018,8,17,Tuesday
A-1565498,Source3,2,2020-04-24 16:43:38,2020-04-24 17:13:11,34.172081,-118.571114,0.0,Slow lane blocked due to accident on US-101 Eastbound at Exit 25 Winnetka Ave.,US-101 S,Woodland Hills,Los Angeles,CA,91367,US,US/Pacific,KVNY,2020-04-24 16:51:00,95.0,17.0,29.02,10.0,N,10.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1773.0,2020,4,16,Friday
A-1671948,Source3,3,2020-02-27 08:26:40,2020-02-27 09:56:22,37.364002,-121.843475,0.0,Left hand shoulder blocked due to accident on I-680 Northbound at Mckee Rd.,I-680 N,San Jose,Santa Clara,CA,95116,US,US/Pacific,KRHV,2020-02-27 07:50:00,50.0,76.0,30.12,10.0,CALM,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5382.0,2020,2,8,Thursday
A-679593,Source2,3,2022-03-11 12:32:27,2022-03-11 13:31:33,26.166225,-81.22827099999998,0.0,Left lane blocked due to crash on I-75 Southbound in Wagon Wheel.,I-75,Immokalee,Collier,FL,34142,US,US/Eastern,KIMM,2022-03-11 12:53:00,87.0,61.0,29.95,10.0,SSW,15.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3546.0,2022,3,12,Friday
A-4029207,Source1,2,2022-06-10 07:25:39,2022-06-10 10:14:51,25.481814,-80.467101,0.123,Incident on NE 12TH ST near HOUSE 620 Drive with caution., SW 307th St,Homestead,Miami-Dade,FL,33030-4885,US,US/Eastern,KHST,2022-06-10 06:56:00,74.0,99.0,29.96,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10152.0,2022,6,7,Friday
A-1715178,Source2,3,2019-12-13 08:21:34,2019-12-13 09:06:16,32.485607,-93.828003,0.0,Accident on I-220 Westbound at Exit 2 Lakeshore Dr.,Lakeshore Dr,Shreveport,Caddo,LA,71119,US,US/Central,KSHV,2019-12-13 07:53:00,47.0,83.0,29.78,10.0,CALM,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2682.0,2019,12,8,Friday
A-6970594,Source1,2,2020-11-02 15:28:00,2020-11-02 17:47:39,33.786531,-118.094154,0.125,SB 405 TO EB 22. VEH IN HOV,I-405 S,Long Beach,Los Angeles,CA,90815,US,US/Pacific,KLGB,2020-11-02 15:53:00,70.0,68.0,29.94,10.0,VAR,5.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8379.0,2020,11,15,Monday
A-7140998,Source1,3,2020-03-27 12:32:40,2020-03-27 13:17:40,29.89084,-95.41212,0.0,At Canino Rd/Shepherd Dr/Exit 56 - Accident. Two lanes blocked.,I-45 N,Houston,Harris,TX,77037,US,US/Central,KIAH,2020-03-27 12:53:00,88.0,46.0,29.68,10.0,S,14.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2700.0,2020,3,12,Friday
A-1256120,Source2,3,2020-11-22 20:50:46,2020-11-22 22:02:55,34.138222,-112.14616399999998,0.0,Lane blocked due to accident on I-17 Southbound at Exit 248 Bumble Bee Rd.,Arizona Veterans Highway,Black Canyon City,Yavapai,AZ,85324,US,US/Mountain,KDVT,2020-11-22 20:53:00,63.0,45.0,28.23,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,4329.0,2020,11,20,Sunday
A-7697087,Source1,2,2017-08-17 16:37:40,2017-08-17 22:37:40,41.9464,-87.6417,0.234,At IL-19/Irving Park Rd - Accident.,N Lake Shore Dr N,Chicago,Cook,IL,60657,US,US/Central,KMDW,2017-08-17 16:53:00,82.0,54.0,29.7,10.0,WSW,18.4,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,21600.0,2017,8,16,Thursday
A-6417718,Source1,2,2021-02-15 01:44:56,2021-02-15 04:44:58,34.040146,-118.560673,0.018,Incident on CA-1 NB near PORTO MARINA WAY Road closed. Take alternate route., Pacific Coast Hwy,Pacific Palisades,Los Angeles,CA,90272-4148,US,US/Pacific,KSMO,2021-02-15 04:51:00,52.0,54.0,29.82,10.0,ENE,3.0,Fair,False,False,False,False,False,False,False,False,True,False,False,True,False,Night,Night,Night,Night,10802.0,2021,2,1,Monday
A-243068,Source2,2,2016-11-21 07:33:57,2016-11-21 08:35:00,39.961727,-76.735382,0.0,Accident on Newberry St at PA-462 Philadelphia St.,W Philadelphia St,York,York,PA,17401-2941,US,US/Eastern,KTHV,2016-11-21 07:53:00,34.0,52.0,29.87,10.0,WNW,20.7,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,3663.0,2016,11,7,Monday
A-932992,Source3,2,2021-08-19 06:24:03,2021-08-19 07:40:44,39.206909,-94.492188,0.8500000238418579,Accident on exit ramp from I-35 Southbound to I-435 Southbound.,I-435 S,Liberty,Clay,MO,64068,US,US/Central,KGPH,2021-08-19 06:15:00,70.0,94.0,29.21,10.0,CALM,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,4601.0,2021,8,6,Thursday
A-7644670,Source1,2,2017-12-07 18:32:40,2017-12-08 00:32:40,38.9049,-77.21643,0.7509999999999999,At VA-7/Leesburg Pike/Exit 47 - Accident. Right lane blocked.,Capital Beltway N,Falls Church,Fairfax County,VA,22043,US,US/Eastern,KDCA,2017-12-07 18:52:00,45.0,40.0,30.06,10.0,SSW,8.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,21600.0,2017,12,18,Thursday
A-2769669,Source2,3,2018-06-19 03:26:26,2018-06-19 04:12:00,35.254257,-80.888847,0.0,Restrictions due to accident on I-85 Northbound at Exit 35 Glenwood Dr.,Glenwood Dr,Charlotte,Mecklenburg,NC,28208,US,US/Eastern,KCLT,2018-06-19 03:52:00,77.0,84.0,29.98,10.0,West,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2734.0,2018,6,3,Tuesday
A-2065066,Source2,2,2019-06-21 08:49:49,2019-06-21 09:49:33,33.907063,-80.14676700000003,0.0,Accident on SC-527 Brick Church Rd at US-378 Myrtle Beach Hwy.,Brick Church Rd,Mayesville,Sumter,SC,29104,US,US/Eastern,KSMS,2019-06-21 08:55:00,81.0,70.0,29.74,10.0,W,9.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3584.0,2019,6,8,Friday
A-7443020,Source1,4,2019-02-08 20:46:26,2019-02-08 21:16:12,34.580001,-84.95155,0.399,Closed between GA-136/Exit 320 and Carbondale Rd/Exit 326 - Road closed due to accident.,GA-401 N,Resaca,Gordon,GA,30735,US,US/Eastern,KDNN,2019-02-08 20:55:00,37.4,56.0,30.53,10.0,NNW,13.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,1786.0,2019,2,20,Friday
A-3117108,Source2,2,2017-12-08 11:00:56,2017-12-08 11:30:23,29.733896,-95.429214,0.0,Accident on Buffalo Speedway at Richmond Ave.,Buffalo Speedway,Houston,Harris,TX,77098,US,US/Central,KMCJ,2017-12-08 10:55:00,37.4,56.0,30.25,10.0,NNW,8.1,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,1767.0,2017,12,11,Friday
A-2894620,Source2,3,2018-04-18 14:59:53,2018-04-18 15:29:34,34.016582,-117.095558,0.0,Accident on I-10 Westbound before Exit 85 Oak Glen Rd.,I-10 W,Redlands,San Bernardino,CA,92373,US,US/Pacific,KSBD,2018-04-18 14:50:00,77.0,14.0,29.99,7.0,West,15.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1781.0,2018,4,14,Wednesday
A-3582666,Source1,4,2017-03-22 16:12:49,2017-03-22 22:12:49,42.635498,-73.559551,0.182,Closed at Old Route 66 - Road closed due to accident., NY Highway 43,Averill Park,Rensselaer,NY,12018-2531,US,US/Eastern,KALB,2017-03-22 15:51:00,26.1,30.0,30.27,10.0,WNW,21.9,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,21600.0,2017,3,16,Wednesday
A-3363908,Source2,3,2017-08-08 11:54:21,2017-08-08 12:37:52,33.483887,-82.08414499999998,0.0,Accident on I-520 Westbound after Wheeler Rd.,Wheeler Rd,Augusta,Richmond,GA,30909,US,US/Eastern,KDNL,2017-08-08 11:53:00,77.0,82.0,30.04,10.0,NNE,9.2,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2611.0,2017,8,11,Tuesday
A-6798689,Source1,2,2020-12-30 13:39:00,2020-12-31 01:10:58,27.300589,-82.530446,0.125,Stationary traffic on FL-45 - US-41 S from Versailles St to Liberty Ave due to accident.,S Tamiami Trl,Sarasota,Sarasota,FL,34239,US,US/Eastern,KSRQ,2020-12-30 13:53:00,78.0,48.0,30.08,10.0,ESE,14.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,41518.0,2020,12,13,Wednesday
A-105508,Source2,2,2016-04-29 21:32:12,2016-04-29 22:30:00,34.135571,-117.583733,0.01,Accident on CA-210 Eastbound at Exit 58 Archibald Ave.,CA-210 E,Rancho Cucamonga,San Bernardino,CA,91737,US,US/Pacific,KONT,2016-04-29 21:53:00,57.0,77.0,29.9,10.0,WSW,5.8,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,3468.0,2016,4,21,Friday
A-3139999,Source2,2,2017-12-19 08:25:38,2017-12-19 08:54:23,37.376392,-121.938469,0.75,Exit ramp from US-101 Northbound to Trimble Road restrictions on exit ramp due to accident.,US-101 N,San Jose,Santa Clara,CA,95110,US,US/Pacific,KSJC,2017-12-19 08:53:00,48.0,56.0,30.21,10.0,SE,5.8,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,1725.0,2017,12,8,Tuesday
A-5388804,Source1,2,2022-05-25 06:11:00,2022-05-25 07:54:37,34.14236426337173,-118.47157359066738,1.975,Incident on I-405 SB near VICTORY BLVD Expect delays.,I-405,Sherman Oaks,Los Angeles,CA,91403,US,US/Pacific,KVNY,2022-05-25 05:51:00,60.0,83.0,29.0,4.0,CALM,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6217.0,2022,5,6,Wednesday
A-2117970,Source2,2,2019-05-22 16:31:06,2019-05-22 18:30:46,34.707005,-86.672043,0.0,Lane blocked due to accident on AL-255 Research Park Blvd Northbound at I-565.,AL-20 W,Huntsville,Madison,AL,35808,US,US/Central,KHUA,2019-05-22 16:58:00,89.0,36.0,29.31,10.0,SSW,13.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7180.0,2019,5,16,Wednesday
A-1924636,Source2,2,2019-08-21 18:27:56,2019-08-21 19:12:23,40.571247,-74.32860600000002,0.0,Left lane blocked due to accident on Garden State Pkwy Northbound at Exit 132 NJ-27 Lincoln Hwy.,Garden State Pkwy N,Iselin,Middlesex,NJ,08830,US,US/Eastern,KLDJ,2019-08-21 18:35:00,77.0,83.0,29.83,10.0,CALM,0.0,Thunder in the Vicinity,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2667.0,2019,8,18,Wednesday
A-1618096,Source2,2,2020-01-29 14:30:40,2020-01-29 15:15:11,34.183239,-84.137642,0.0,Accident on GA-20 Buford Hwy Westbound at GA-400 Exit 14.,Buford Rd,Cumming,Forsyth,GA,30041,US,US/Eastern,KGVL,2020-01-29 14:53:00,49.0,54.0,28.63,10.0,NE,7.0,Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2671.0,2020,1,14,Wednesday
A-3154568,Source2,3,2017-12-28 11:40:50,2017-12-28 12:09:52,42.073761,-122.606033,0.0,Accident on I-5 Southbound at Exit 6 OR-273 Old Highway 99.,Pacific Highway 1 S,Ashland,Jackson,OR,97520,US,US/Pacific,KMFR,2017-12-28 11:53:00,44.1,85.0,30.29,10.0,ENE,5.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1742.0,2017,12,11,Thursday
A-591829,Source2,1,2022-06-16 07:41:52,2022-06-16 08:58:46,37.536949,-77.53308100000002,0.0,Crash on VA-683 Forest Hill Ave at Sheila Ln.,Sheila Ln,Richmond,Richmond City,VA,23225,US,US/Eastern,KFCI,2022-06-16 07:50:00,68.0,88.0,29.9,1.0,S,10.0,Heavy T-Storm,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,4614.0,2022,6,7,Thursday
A-3141087,Source2,2,2017-12-20 17:19:07,2017-12-20 17:48:38,35.821339,-78.704994,0.0,Accident on Blue Ridge Rd at Duraleigh Rd.,Duraleigh Rd,Raleigh,Wake,NC,27612-5349,US,US/Eastern,KRDU,2017-12-20 17:16:00,50.0,100.0,29.95,6.0,Calm,7.685489595665097,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day,1771.0,2017,12,17,Wednesday
A-1649322,Source2,2,2020-02-14 11:43:08,2020-02-14 12:44:45,44.740311,-93.035454,1.1299999952316284,Accident on entry ramp to Cr-42 from Clayton Ave Southbound.,Clayton Ave E,Rosemount,Dakota,MN,55068,US,US/Central,KLVN,2020-02-14 11:36:00,9.0,62.0,29.26,10.0,S,16.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3697.0,2020,2,11,Friday
A-6345514,Source1,2,2021-02-22 01:30:05,2021-02-22 03:05:05,39.072606,-94.526663,0.207,Incident on I-70 near E 29TH ST Drive with caution.,I-70 W,Kansas City,Jackson,MO,64128,US,US/Central,KMKC,2021-02-22 01:54:00,30.0,79.0,29.21,10.0,SW,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,5700.0,2021,2,1,Monday
A-4023416,Source1,2,2022-07-14 12:47:30,2022-07-14 13:07:30,30.481942,-84.15311,0.768,Slow traffic on I-10 W - FL-8 W from FL-59/Exit 217 (I-10) to US-90/Exit 31 (I-10) due to accident.,I-10,Tallahassee,Leon,FL,32317,US,US/Eastern,KTLH,2022-07-14 12:53:00,79.0,90.0,30.02,10.0,SE,5.0,Thunder,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1200.0,2022,7,12,Thursday
A-5941457,Source1,2,2021-11-12 14:24:00,2021-11-12 15:44:35,43.814844,-84.752459,0.947,Incident on US-127 NB near BUS US-127/CLARE Road closed. Take alternate route.,US-127 N,Clare,Clare,MI,48617,US,US/Eastern,KMOP,2021-11-12 14:15:00,42.0,77.0,28.85,10.0,SSW,13.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4835.0,2021,11,14,Friday
A-1253706,Source2,3,2020-11-24 06:41:56,2020-11-24 08:12:00,33.461746000000005,-112.108948,0.0,Left hand shoulder blocked and left lane blocked due to accident on I-17 Southbound before Exit 200 I-10.,I-10 E,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,2020-11-24 06:51:00,57.0,32.0,28.71,10.0,W,9.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,5404.0,2020,11,6,Tuesday
A-6003282,Source1,2,2021-12-13 18:46:00,2021-12-13 22:19:46,38.548803,-121.509908,0.988,Accident on Sutterville Rd (I-5) from I-80 Bus/US-50 (I-5) to I-5 N.,I-5 N,Sacramento,Sacramento,CA,95818,US,US/Pacific,KSAC,2021-12-13 18:53:00,50.0,93.0,29.65,6.0,SSE,17.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,12826.0,2021,12,18,Monday
A-181192,Source2,2,2016-12-21 07:47:25,2016-12-21 08:17:16,42.974586,-83.661407,0.01,Accident on Bristol Rd at Laurel Ave.,E Bristol Rd,Burton,Genesee,MI,48529-1304,US,US/Eastern,KFNT,2016-12-21 07:53:00,21.0,92.0,30.15,7.0,SW,8.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,1791.0,2016,12,7,Wednesday
A-7024625,Source1,2,2020-05-12 16:26:22,2020-05-12 17:26:22,37.18163,-93.26239,0.0,At E Grand St - Accident.,S Glenstone Ave,Springfield,Greene,MO,65804,US,US/Central,KSGF,2020-05-12 16:32:00,47.0,93.0,28.75,4.0,ESE,9.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,3600.0,2020,5,16,Tuesday
A-3143699,Source2,2,2017-12-21 18:08:36,2017-12-21 18:38:15,38.982307,-76.554932,0.0,Right hand shoulder blocked due to accident on US-301 John Hanson Hwy Westbound at Exits 21 22 MD-665.,John Hanson Hwy E,Annapolis,Anne Arundel,MD,21401,US,US/Eastern,KNAK,2017-12-21 17:54:00,37.9,68.0,30.24,10.0,Calm,7.685489595665097,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,1779.0,2017,12,18,Thursday
